seq,tracklet_key,video,camera,start_frame,end_frame,n_dets,avg_conf,predicted_global_id,component_label,component_size,prediction_confidence,decision_status,component_internal_edges,component_internal_prob_median,component_internal_score_median,component_external_prob_max,component_margin_prob
4400,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:2965:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41080,41326,234,0.589747,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
4401,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:2966:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41086,41219,113,0.418889,96000001,1,185,0.7,forced_component,0,0.0,0.0,0.0,0.0
4403,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:2968:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41097,41396,300,0.72473,96000028,26,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
4405,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:296:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,9335,9634,285,0.67359,96000055,51,159,0.7,forced_component,0,0.0,0.0,0.0,0.0
4406,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:2970:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41105,41404,291,0.504121,96000021,19,225,0.7,forced_component,0,0.0,0.0,0.0,0.0
4408,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:2972:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41114,41413,300,0.829787,96000004,4,192,0.7,forced_component,0,0.0,0.0,0.0,0.0
4409,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:2973:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41116,41415,271,0.288197,96000005,5,235,0.7,forced_component,0,0.0,0.0,0.0,0.0
4410,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:2974:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41118,41417,300,0.896921,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
4413,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:2977:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41140,41439,300,0.903368,96000000,0,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
4414,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:2978:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41180,41292,112,0.248066,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
4415,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:2979:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41181,41417,225,0.685411,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
4417,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:2980:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41193,41491,267,0.298782,96000055,51,159,0.7,forced_component,0,0.0,0.0,0.0,0.0
4419,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:2982:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41198,41497,296,0.404812,96000025,23,156,0.7,forced_component,0,0.0,0.0,0.0,0.0
4420,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:2983:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41208,41472,218,0.601482,96000051,47,183,0.7,forced_component,0,0.0,0.0,0.0,0.0
4421,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:2984:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41214,41433,194,0.751685,960000350,86,161,0.7,forced_component,0,0.0,0.0,0.0,0.0
4424,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:2987:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41236,41330,77,0.716369,96000039,36,121,0.7,forced_component,0,0.0,0.0,0.0,0.0
4425,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:2988:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41241,41540,214,0.655466,96000012,11,183,0.7,forced_component,0,0.0,0.0,0.0,0.0
4427,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:298:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,9359,9426,63,0.439213,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
4428,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:2990:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41265,41564,299,0.717694,96000008,7,167,0.7,forced_component,0,0.0,0.0,0.0,0.0
4429,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:2991:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41270,41569,257,0.552559,96000026,24,252,0.7,forced_component,0,0.0,0.0,0.0,0.0
4430,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:2992:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41273,41353,81,0.651334,96000037,34,222,0.7,forced_component,0,0.0,0.0,0.0,0.0
4432,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:2994:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41290,41589,300,0.903154,96000026,24,252,0.7,forced_component,0,0.0,0.0,0.0,0.0
4433,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:2995:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41296,41595,276,0.836856,96000037,34,222,0.7,forced_component,0,0.0,0.0,0.0,0.0
4435,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:2997:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41304,41459,155,0.682388,96000025,23,156,0.7,forced_component,0,0.0,0.0,0.0,0.0
4436,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:2998:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41307,41562,183,0.313701,960000481,89,52,0.7,forced_component,0,0.0,0.0,0.0,0.0
4438,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:299:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,9361,9660,300,0.890263,96000012,11,183,0.7,forced_component,0,0.0,0.0,0.0,0.0
4439,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:29:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,7705,8004,300,0.765472,96000029,27,178,0.7,forced_component,0,0.0,0.0,0.0,0.0
4440,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:2:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,7232,7531,300,0.619304,96000000,0,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
4441,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3000:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41317,41616,300,0.923213,96000033,31,203,0.7,forced_component,0,0.0,0.0,0.0,0.0
4443,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3002:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41325,41624,300,0.504847,960000350,86,161,0.7,manifest_reassign,0,0.0,0.0,0.0,0.0
4445,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3004:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41334,41633,300,0.55898,96000047,44,180,0.7,forced_component,0,0.0,0.0,0.0,0.0
4446,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3005:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41338,41637,300,0.70233,96000013,12,223,0.7,forced_component,0,0.0,0.0,0.0,0.0
4447,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3006:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41340,41639,277,0.586363,96000049,45,154,0.7,forced_component,0,0.0,0.0,0.0,0.0
4448,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3007:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41342,41639,245,0.326871,960000203,83,21,0.7,forced_component,0,0.0,0.0,0.0,0.0
4449,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3008:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41349,41597,183,0.611411,96000039,36,121,0.7,forced_component,0,0.0,0.0,0.0,0.0
4450,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3009:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41350,41637,251,0.756274,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
4451,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:300:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,9375,9674,300,0.897506,96002329,78,168,0.7,forced_component,0,0.0,0.0,0.0,0.0
4452,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3010:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41353,41421,67,0.564316,96000014,13,214,0.7,forced_component,0,0.0,0.0,0.0,0.0
4454,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3012:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41360,41659,294,0.663018,960000350,86,161,0.7,forced_component,0,0.0,0.0,0.0,0.0
4455,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3013:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41375,41418,38,0.43001,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
4456,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3014:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41376,41675,258,0.43171,96000028,26,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
4457,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3015:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41378,41484,84,0.622124,96000010,9,245,0.7,forced_component,0,0.0,0.0,0.0,0.0
4458,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3016:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41378,41500,99,0.345439,96000013,12,223,0.7,forced_component,0,0.0,0.0,0.0,0.0
4459,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3017:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41393,41638,239,0.686993,96000014,13,214,0.7,forced_component,0,0.0,0.0,0.0,0.0
4460,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3018:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41397,41537,141,0.545606,96000028,26,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
4461,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3019:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41405,41700,290,0.177741,96000021,19,225,0.7,forced_component,0,0.0,0.0,0.0,0.0
4462,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:301:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,9382,9681,211,0.329447,96000055,51,159,0.7,forced_component,0,0.0,0.0,0.0,0.0
4463,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3020:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41414,41579,155,0.668032,96000015,14,166,0.7,forced_component,0,0.0,0.0,0.0,0.0
4464,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3021:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41415,41502,78,0.753736,96000012,11,183,0.7,forced_component,0,0.0,0.0,0.0,0.0
4466,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3023:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41418,41717,300,0.889203,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
4467,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3024:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41430,41729,293,0.741379,96000004,4,192,0.7,forced_component,0,0.0,0.0,0.0,0.0
4468,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3025:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41434,41733,284,0.477882,96000007,6,216,0.7,forced_component,0,0.0,0.0,0.0,0.0
4469,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3026:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41440,41739,300,0.916822,96000000,0,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
4471,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3028:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41448,41639,92,0.520889,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
4472,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3029:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41457,41589,125,0.733176,96000010,9,245,0.7,forced_component,0,0.0,0.0,0.0,0.0
4473,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:302:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,9393,9692,300,0.799089,96000008,7,167,0.7,forced_component,0,0.0,0.0,0.0,0.0
4475,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3031:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41483,41782,300,0.804861,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
4478,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3034:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41498,41797,300,0.552176,96000025,23,156,0.7,forced_component,0,0.0,0.0,0.0,0.0
4479,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3035:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41499,41798,267,0.461332,96000039,36,121,0.7,forced_component,0,0.0,0.0,0.0,0.0
4480,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3036:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41510,41809,261,0.431553,96000025,23,156,0.7,forced_component,0,0.0,0.0,0.0,0.0
4481,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3037:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41541,41700,159,0.690628,96000012,11,183,0.7,forced_component,0,0.0,0.0,0.0,0.0
4482,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3038:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41546,41685,117,0.794773,96000010,9,245,0.7,forced_component,0,0.0,0.0,0.0,0.0
4483,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3039:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41547,41846,300,0.72573,96000050,46,122,0.7,forced_component,0,0.0,0.0,0.0,0.0
4484,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:303:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,9396,9695,277,0.349338,960000204,84,10,0.5,forced_component,0,0.0,0.0,0.0,0.0
4485,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3040:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41565,41864,300,0.62466,96000008,7,167,0.7,forced_component,0,0.0,0.0,0.0,0.0
4486,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3041:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41569,41858,263,0.579301,96000014,13,214,0.7,forced_component,0,0.0,0.0,0.0,0.0
4487,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3042:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41570,41869,295,0.614016,960000481,89,52,0.7,forced_component,0,0.0,0.0,0.0,0.0
4488,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3043:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41579,41877,259,0.441607,96000012,11,183,0.7,forced_component,0,0.0,0.0,0.0,0.0
4489,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3044:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41590,41889,300,0.902637,96000026,24,252,0.7,forced_component,0,0.0,0.0,0.0,0.0
4490,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3045:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41596,41895,300,0.909687,96000037,34,222,0.7,forced_component,0,0.0,0.0,0.0,0.0
4492,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3047:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41617,41916,300,0.902372,96000033,31,203,0.7,forced_component,0,0.0,0.0,0.0,0.0
4493,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3048:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41620,41919,271,0.242218,96002330,79,26,0.7,forced_component,0,0.0,0.0,0.0,0.0
4494,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3049:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41625,41924,300,0.507702,960000350,86,161,0.7,manifest_reassign,0,0.0,0.0,0.0,0.0
4495,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:304:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,9400,9699,300,0.536733,96000022,20,165,0.7,forced_component,0,0.0,0.0,0.0,0.0
4496,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3050:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41627,41926,278,0.245302,96000046,43,94,0.7,forced_component,0,0.0,0.0,0.0,0.0
4497,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3051:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41628,41921,197,0.786537,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
4499,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3053:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41634,41933,284,0.293338,96000047,44,180,0.7,forced_component,0,0.0,0.0,0.0,0.0
4500,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3054:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41638,41937,300,0.583626,96000013,12,223,0.7,forced_component,0,0.0,0.0,0.0,0.0
4503,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3057:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41648,41947,202,0.228906,96000041,38,49,0.7,forced_component,0,0.0,0.0,0.0,0.0
4504,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3058:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41660,41959,178,0.415039,960000350,86,161,0.7,manifest_reassign,0,0.0,0.0,0.0,0.0
4505,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3059:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41668,41967,236,0.62992,96000015,14,166,0.7,forced_component,0,0.0,0.0,0.0,0.0
4508,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3061:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41673,41972,286,0.447224,96000012,11,183,0.7,forced_component,0,0.0,0.0,0.0,0.0
4509,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3062:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41674,41973,300,0.859565,96000010,9,245,0.7,forced_component,0,0.0,0.0,0.0,0.0
4510,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3063:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41676,41953,277,0.558083,96000007,6,216,0.7,forced_component,0,0.0,0.0,0.0,0.0
4511,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3064:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41700,41999,282,0.332874,96000046,43,94,0.7,forced_component,0,0.0,0.0,0.0,0.0
4513,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3066:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41714,42013,276,0.17471,96000021,19,225,0.7,forced_component,0,0.0,0.0,0.0,0.0
4514,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3067:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41718,42017,300,0.878238,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
4515,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3068:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41730,41877,136,0.734827,96000032,30,109,0.7,forced_component,0,0.0,0.0,0.0,0.0
4516,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3069:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41730,41999,177,0.795441,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
4517,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:306:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,9408,9707,295,0.519381,96000000,0,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
4518,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3070:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41734,42033,296,0.616046,96000028,26,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
4519,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3071:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41740,42039,300,0.901084,96000000,0,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
4520,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3072:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41775,42074,286,0.617591,96000014,13,214,0.7,forced_component,0,0.0,0.0,0.0,0.0
4521,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3073:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41783,42082,300,0.798002,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
4522,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3074:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41798,42083,148,0.354445,96000040,37,37,0.7,forced_component,0,0.0,0.0,0.0,0.0
4523,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3075:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41799,42098,294,0.492224,96000001,1,185,0.7,forced_component,0,0.0,0.0,0.0,0.0
4524,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3076:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41810,42033,220,0.400086,96000025,23,156,0.7,forced_component,0,0.0,0.0,0.0,0.0
4525,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3077:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41822,42121,252,0.426177,96000012,11,183,0.7,forced_component,0,0.0,0.0,0.0,0.0
4526,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3078:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41847,42146,300,0.776171,96000050,46,122,0.38,manifest_reassign,0,0.0,0.0,0.0,0.0
4527,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3079:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41858,42148,286,0.239574,96000013,12,223,0.7,forced_component,0,0.0,0.0,0.0,0.0
4528,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:307:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,9412,9711,262,0.356546,960000204,84,10,0.5,forced_component,0,0.0,0.0,0.0,0.0
4529,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3080:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41865,42164,300,0.605412,96000008,7,167,0.7,forced_component,0,0.0,0.0,0.0,0.0
4530,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3081:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41870,42165,288,0.560029,96000008,7,167,0.7,forced_component,0,0.0,0.0,0.0,0.0
4531,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3082:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41879,42151,237,0.331796,960000202,82,19,0.68,forced_component,0,0.0,0.0,0.0,0.0
4533,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3084:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41890,42189,300,0.876675,96000026,24,252,0.7,forced_component,0,0.0,0.0,0.0,0.0
4534,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3085:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41896,42195,300,0.906419,96000037,34,222,0.7,forced_component,0,0.0,0.0,0.0,0.0
4535,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3086:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41917,42216,300,0.888728,96000033,31,203,0.7,forced_component,0,0.0,0.0,0.0,0.0
4536,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3087:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41920,42139,211,0.280088,96000047,44,180,0.7,forced_component,0,0.0,0.0,0.0,0.0
4538,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3089:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41925,42224,284,0.629691,960000350,86,161,0.7,forced_component,0,0.0,0.0,0.0,0.0
4539,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:308:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,9427,9726,299,0.462351,96000004,4,192,0.7,forced_component,0,0.0,0.0,0.0,0.0
4540,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3090:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41927,42226,300,0.398195,96000017,16,140,0.7,forced_component,0,0.0,0.0,0.0,0.0
4541,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3091:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41928,42227,259,0.83872,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
4544,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6:3094:0,vlincs_MS01_MC0001_MCAM04_2024-03-Tc6,MCAM04,41938,42237,300,0.635164,96000013,12,223,0.7,forced_component,0,0.0,0.0,0.0,0.0
